"Date","Title","Dev Gross","Paying share","ARPPU","New paying users","Paying users","DAU"
,"Guns of Boom",71515,0.728,14,1875,5044,692900
,"Trade Island",63058,2.213,11,2014,5627,254261
,"Airport City",17044,0.868,18,268,928,106910
,"Mirrors of Albion",17056,1.712,13,161,1171,68407
,"The Tribez",48664,1.821,14,459,3528,193742
,"Paradise Island 2",29123,2.298,19,203,1182,51425
,"Mystery Manor",3681,1.385,11,99,342,24693
"05.08.2018",,226971,1.206,13,5310,16919,1403444
,"Guns of Boom",59897,0.632,14,1735,4354,689231
,"Trade Island",54440,2.131,10,2249,5532,259584
,"Airport City",17480,0.925,17,317,1006,108799
,"Mirrors of Albion",25272,1.813,18,167,1271,70101
,"The Tribez",42405,1.662,13,470,3298,198394
,"Paradise Island 2",23900,2.187,16,270,1121,51269
,"Mystery Manor",3578,1.293,10,102,337,26066
"06.08.2018",,172132,1.046,12,4486,14043,1343159
,"Guns of Boom",51065,0.6,13,1592,3829,638511
,"Trade Island",42410,1.868,9,1888,4746,254129
,"Airport City",14414,0.692,19,221,735,106166
,"Mirrors of Albion",11119,1.375,11,143,950,69066
,"The Tribez",32204,1.285,12,373,2545,198115
,"Paradise Island 2",16929,1.685,15,190,861,51086
,"Mystery Manor",3992,1.445,11,79,377,26086
"07.08.2018",,162509,1.047,11,4332,13922,1330218
,"Guns of Boom",43854,0.578,12,1607,3624,626566
,"Trade Island",40678,1.771,9,1702,4468,252287
,"Airport City",15143,0.772,18,244,826,107044
,"Mirrors of Albion",11134,1.529,9,148,1052,68814
,"The Tribez",23566,1.328,9,330,2623,197534
,"Paradise Island 2",24771,1.811,20,208,929,51303
,"Mystery Manor",3364,1.5,8,93,400,26670
"08.08.2018",,166197,1.023,12,4476,13688,1338206
,"Guns of Boom",48673,0.576,13,1592,3659,635261
,"Trade Island",41632,1.848,9,1833,4641,251193
,"Airport City",15748,0.795,18,257,851,106983
,"Mirrors of Albion",12507,1.47,11,167,1003,68252
,"The Tribez",24203,1.184,10,306,2328,196545
,"Paradise Island 2",20047,1.599,19,206,837,52345
,"Mystery Manor",3387,1.336,9,115,369,27627
"09.08.2018",,171086,1.017,12,4365,13675,1344319
,"Guns of Boom",45406,0.557,13,1523,3529,633556
,"Trade Island",52940,1.916,11,1880,4912,256433
,"Airport City",16845,0.75,20,225,810,108067
,"Mirrors of Albion",12297,1.524,11,144,1049,68824
,"The Tribez",24543,1.165,11,316,2297,197208
,"Paradise Island 2",15895,1.455,16,184,762,52373
,"Mystery Manor",3161,1.134,10,93,316,27858
"10.08.2018",,283737,1.321,15,4447,18029,1365232
,"Guns of Boom",57940,0.645,14,1390,4212,653415
,"Trade Island",48651,1.911,10,1828,4968,259924
,"Airport City",84252,2.456,31,320,2634,107253
,"Mirrors of Albion",17512,1.733,13,147,1193,68827
,"The Tribez",49538,1.901,13,464,3739,196639
,"Paradise Island 2",22491,1.89,18,187,968,51228
,"Mystery Manor",3352,1.127,11,111,315,27946
"11.08.2018",,246269,1.24,13,5081,17396,1403440
,"Guns of Boom",52774,0.598,13,1581,4113,687495
,"Trade Island",48759,2.001,9,2180,5270,263330
,"Airport City",46096,1.582,26,335,1736,109743
,"Mirrors of Albion",19181,1.7,15,181,1191,70063
,"The Tribez",52972,1.913,14,480,3699,193377
,"Paradise Island 2",22665,2.079,16,211,1062,51083
,"Mystery Manor",3822,1.146,11,113,325,28349
"12.08.2018",,232335,1.211,13,5417,17289,1428167
,"Guns of Boom",42075,0.535,11,1536,3694,690301
,"Trade Island",50452,2.08,9,2429,5672,272756
,"Airport City",52790,1.775,25,412,2012,113376
,"Mirrors of Albion",19145,1.665,14,197,1209,72605
,"The Tribez",45974,1.71,13,487,3383,197815
,"Paradise Island 2",18025,1.968,14,247,1015,51565
,"Mystery Manor",3874,1.022,13,109,304,29749
"13.08.2018",,162095,1.023,11,4608,13931,1362363
,"Guns of Boom",38671,0.516,12,1456,3233,626297
,"Trade Island",44818,1.916,8,2068,5284,275743
,"Airport City",10698,0.582,17,248,636,109290
,"Mirrors of Albion",13139,1.391,12,173,1010,72597
,"The Tribez",34917,1.299,13,366,2569,197806
,"Paradise Island 2",16343,1.729,14,189,884,51125
,"Mystery Manor",3509,1.068,11,108,315,29505
"14.08.2018",,141413,1.028,10,4509,13681,1330833
,"Guns of Boom",37287,0.526,12,1443,3159,600549
,"Trade Island",45804,1.861,9,1986,5116,274870
,"Airport City",15219,0.834,17,292,901,107969
,"Mirrors of Albion",11269,1.369,11,178,985,71973
,"The Tribez",21339,1.313,8,347,2562,195166
,"Paradise Island 2",7187,1.119,11,156,568,50749
,"Mystery Manor",3309,1.319,8,107,390,29557
"15.08.2018",,181934,1.09,12,4654,14482,1328811
,"Guns of Boom",69142,0.598,19,1479,3577,597847
,"Trade Island",46608,1.904,9,2066,5205,273377
,"Airport City",15006,0.76,18,268,828,108984
,"Mirrors of Albion",12780,1.651,10,169,1200,72684
,"The Tribez",24500,1.308,9,353,2549,194894
,"Paradise Island 2",10974,1.463,12,202,742,50730
,"Mystery Manor",2924,1.258,8,117,381,30295
"16.08.2018",,192281,1.027,14,4287,13508,1315280
,"Guns of Boom",91243,0.646,24,1451,3788,586813
,"Trade Island",46208,1.849,9,1881,5066,274038
,"Airport City",13039,0.661,18,218,708,107098
,"Mirrors of Albion",8889,1.278,10,168,919,71883
,"The Tribez",21054,1.045,10,306,2033,194526
,"Paradise Island 2",9516,1.316,12,151,660,50162
,"Mystery Manor",2332,1.086,7,112,334,30760
"17.08.2018",,223694,1.244,13,4576,16608,1334911
,"Guns of Boom",72918,0.767,15,1615,4679,610167
,"Trade Island",46440,1.814,9,1764,4935,272086
,"Airport City",22825,1.092,19,316,1182,108223
,"Mirrors of Albion",16434,1.693,12,183,1195,70580
,"The Tribez",48014,1.865,13,437,3609,193508
,"Paradise Island 2",14613,1.444,16,176,724,50131
,"Mystery Manor",2451,0.94,8,85,284,30216
"18.08.2018",,241044,1.269,13,5012,17361,1368293
,"Guns of Boom",73288,0.737,15,1756,4768,646670
,"Trade Island",48942,1.933,9,2049,5295,273903
,"Airport City",16280,0.914,16,303,980,107256
,"Mirrors of Albion",14599,1.642,13,164,1132,68929
,"The Tribez",45977,1.855,13,446,3557,191734
,"Paradise Island 2",37477,2.57,21,192,1285,50006
,"Mystery Manor",4480,1.155,13,102,344,29795
"19.08.2018",,239586,1.221,13,5232,17011,1393611
,"Guns of Boom",63106,0.647,15,1691,4214,651700
,"Trade Island",50784,2.02,9,2272,5680,281133
,"Airport City",18690,0.927,18,321,1025,110623
,"Mirrors of Albion",21031,1.673,16,163,1193,71324
,"The Tribez",43135,1.61,13,444,3170,196948
,"Paradise Island 2",39684,2.788,20,234,1404,50367
,"Mystery Manor",3156,1.031,10,107,325,31516
"20.08.2018",,188484,1.084,12,4562,14427,1331086
,"Guns of Boom",55491,0.629,15,1572,3752,596776
,"Trade Island",40534,1.779,8,1940,4974,279599
,"Airport City",16509,0.78,20,262,836,107193
,"Mirrors of Albion",14760,1.465,13,174,1018,69471
,"The Tribez",29396,1.201,12,346,2365,196949
,"Paradise Island 2",28256,2.262,18,174,1124,49700
,"Mystery Manor",3538,1.14,10,94,358,31398
"21.08.2018",,194085,1.14,12,4744,15098,1324880
,"Guns of Boom",56496,0.618,15,1610,3640,588574
,"Trade Island",43744,1.786,9,1959,5054,282986
,"Airport City",20183,1.017,18,333,1081,106307
,"Mirrors of Albion",11569,1.461,11,162,1000,68464
,"The Tribez",22378,1.342,8,362,2662,198408
,"Paradise Island 2",36799,2.669,21,196,1300,48703
,"Mystery Manor",2917,1.148,8,122,361,31438
"22.08.2018",,165507,1.041,12,4581,13965,1341484
,"Guns of Boom",56602,0.615,15,1673,3680,598582
,"Trade Island",45830,1.742,9,1863,5010,287649
,"Airport City",19547,0.947,19,283,1019,107640
,"Mirrors of Albion",10920,1.564,9,145,1060,67757
,"The Tribez",21046,1.137,9,389,2261,198782
,"Paradise Island 2",9384,1.278,12,129,630,49283
,"Mystery Manor",2178,0.959,7,99,305,31791
"23.08.2018",,261507,1.966,9,7243,26399,1342696
,"Guns of Boom",121051,2.62,8,4361,15655,597436
,"Trade Island",43863,1.705,9,1803,4926,288915
,"Airport City",47887,1.314,28,281,1443,109823
,"Mirrors of Albion",11649,1.799,9,179,1211,67315
,"The Tribez",22749,1.15,10,367,2278,198074
,"Paradise Island 2",11826,1.253,16,156,616,49177
,"Mystery Manor",2482,0.845,9,96,270,31956
"24.08.2018",,367227,1.716,15,6012,24344,1418937
,"Guns of Boom",102023,1.332,11,2593,8731,655253
,"Trade Island",58098,1.908,10,1938,5761,301957
,"Airport City",120168,3.224,32,513,3582,111118
,"Mirrors of Albion",23103,2.329,13,195,1560,66981
,"The Tribez",46339,1.807,12,513,3646,201787
,"Paradise Island 2",14558,1.589,15,167,799,50283
,"Mystery Manor",2937,0.84,11,93,265,31558
"25.08.2018",,294928,1.367,14,6162,20514,1500186
,"Guns of Boom",83478,0.85,13,2145,6102,718189
,"Trade Island",57839,1.91,10,2521,6020,315147
,"Airport City",62940,2.026,26,470,2317,114360
,"Mirrors of Albion",17303,1.969,12,185,1299,65968
,"The Tribez",51050,1.713,14,525,3492,203854
,"Paradise Island 2",18897,1.885,16,214,970,51470
,"Mystery Manor",3422,1.006,11,102,314,31198
"26.08.2018",,281147,1.257,14,6399,19491,1550306
,"Guns of Boom",72177,0.68,14,1997,5069,745885
,"Trade Island",52727,1.863,9,2778,6010,322648
,"Airport City",66753,2.069,26,496,2473,119501
,"Mirrors of Albion",21870,1.873,16,180,1301,69459
,"The Tribez",47246,1.612,14,588,3376,209416
,"Paradise Island 2",16967,1.817,15,247,928,51068
,"Mystery Manor",3407,1.033,10,113,334,32329
"27.08.2018",,214416,1.073,13,5210,15503,1444304
,"Guns of Boom",92695,0.747,19,1811,4907,656739
,"Trade Island",45168,1.615,9,2155,5078,314344
,"Airport City",16008,0.703,19,297,807,114797
,"Mirrors of Albion",11577,1.382,12,160,949,68681
,"The Tribez",30901,1.235,12,462,2559,207217
,"Paradise Island 2",14582,1.674,14,203,844,50404
,"Mystery Manor",3485,1.118,10,122,359,32122
"28.08.2018",,223908,1.174,13,4777,16685,1421135
,"Guns of Boom",106340,0.815,20,1639,5220,640691
,"Trade Island",42073,1.579,9,1916,4894,309883
,"Airport City",19524,1.022,16,343,1143,111847
,"Mirrors of Albion",11824,1.546,11,150,1065,68893
,"The Tribez",23329,1.349,8,413,2808,208206
,"Paradise Island 2",18214,2.514,12,211,1243,49451
,"Mystery Manor",2604,0.97,8,105,312,32164
"29.08.2018",,207867,1.09,13,4569,15560,1428072
,"Guns of Boom",87955,0.701,19,1527,4539,647496
,"Trade Island",40704,1.553,8,1842,4822,310465
,"Airport City",20445,0.933,19,325,1038,111255
,"Mirrors of Albion",10722,1.753,8,173,1212,69142
,"The Tribez",27235,1.258,10,415,2621,208382
,"Paradise Island 2",18194,2.028,15,201,1000,49302
,"Mystery Manor",2611,1.024,8,86,328,32030
"30.08.2018",,204961,1.073,13,4710,15259,1421758
,"Guns of Boom",83396,0.645,20,1611,4116,638309
,"Trade Island",42102,1.541,9,1861,4820,312884
,"Airport City",18342,0.939,17,311,1035,110251
,"Mirrors of Albion",9938,1.809,8,170,1255,69389
,"The Tribez",27910,1.251,10,437,2603,208119
,"Paradise Island 2",19653,2.029,15,213,1018,50181
,"Mystery Manor",3620,1.263,9,107,412,32625
"31.08.2018",,240926,1.256,13,4874,17725,1411730
,"Guns of Boom",61056,0.7,14,1535,4456,636359
,"Trade Island",51089,1.674,10,2001,5186,309874
,"Airport City",26281,1.231,19,315,1343,109108
,"Mirrors of Albion",22562,2.084,15,165,1460,70064
,"The Tribez",54178,1.855,14,546,3791,204364
,"Paradise Island 2",22448,2.22,16,210,1104,49739
,"Mystery Manor",3313,1.195,9,102,385,32222
"01.09.2018",,252164,1.281,13,5493,18704,1460358
,"Guns of Boom",63790,0.669,14,1726,4576,684372
,"Trade Island",67378,1.931,11,2298,6036,312513
,"Airport City",25110,1.155,19,360,1274,110342
,"Mirrors of Albion",17553,1.887,13,180,1308,69314
,"The Tribez",53613,1.952,14,611,3941,201927
,"Paradise Island 2",20454,2.334,14,211,1169,50089
,"Mystery Manor",4266,1.258,11,107,400,31801
"02.09.2018",,220512,1.179,12,5598,17429,1477948
,"Guns of Boom",50719,0.579,13,1620,3942,680685
,"Trade Island",61189,1.9,10,2494,6087,320328
,"Airport City",22652,1.131,17,357,1274,112682
,"Mirrors of Albion",19517,1.874,13,197,1339,71456
,"The Tribez",45562,1.596,13,584,3328,208577
,"Paradise Island 2",17517,2.054,14,225,1046,50927
,"Mystery Manor",3355,1.241,8,121,413,33293
"03.09.2018",,192578,1.215,11,4904,16814,1384414
,"Guns of Boom",46677,0.594,13,1499,3585,603121
,"Trade Island",46385,1.654,9,2049,5183,313365
,"Airport City",31247,2.9,10,369,3103,106992
,"Mirrors of Albion",12018,1.505,11,205,1067,70913
,"The Tribez",34946,1.225,14,467,2520,205723
,"Paradise Island 2",17031,1.864,15,202,953,51138
,"Mystery Manor",4275,1.215,10,113,403,33162
"04.09.2018",,169707,1.105,11,4424,14671,1327762
,"Guns of Boom",39635,0.548,13,1232,3032,552845
,"Trade Island",45887,1.599,9,1949,4952,309706
,"Airport City",23813,1.197,18,303,1260,105235
,"Mirrors of Albion",16259,1.978,11,170,1385,70033
,"The Tribez",22916,1.33,9,420,2737,205842
,"Paradise Island 2",17466,1.797,16,223,915,50926
,"Mystery Manor",3731,1.176,9,127,390,33175
"05.09.2018",,160820,1.058,11,4208,13796,1304297
,"Guns of Boom",40896,0.553,14,1193,2977,538254
,"Trade Island",42305,1.581,9,1835,4852,306901
,"Airport City",18522,1.001,17,288,1043,104170
,"Mirrors of Albion",13699,1.628,12,182,1119,68724
,"The Tribez",23328,1.187,10,409,2413,203250
,"Paradise Island 2",18013,1.95,15,189,977,50093
,"Mystery Manor",4058,1.261,9,112,415,32905
"06.09.2018",,171763,1.061,12,3949,13631,1285254
,"Guns of Boom",41724,0.556,14,1103,2914,524310
,"Trade Island",53147,1.672,10,1792,5071,303204
,"Airport City",18187,0.908,19,222,936,103085
,"Mirrors of Albion",12284,1.494,11,149,1027,68738
,"The Tribez",21325,1.104,9,384,2239,202745
,"Paradise Island 2",21600,2.068,17,187,1036,50105
,"Mystery Manor",3495,1.234,9,112,408,33067
"07.09.2018",,287983,1.334,16,4316,17748,1330115
,"Guns of Boom",59916,0.602,17,1107,3406,565889
,"Trade Island",49891,1.71,10,1883,5202,304289
,"Airport City",94034,2.869,30,335,3043,106075
,"Mirrors of Albion",14406,1.653,12,153,1134,68586
,"The Tribez",45541,1.694,13,524,3447,203434
,"Paradise Island 2",20578,2.258,15,182,1111,49204
,"Mystery Manor",3617,1.241,9,132,405,32638
"08.09.2018",,253298,1.192,14,4632,16833,1411829
,"Guns of Boom",55749,0.543,16,1264,3465,638208
,"Trade Island",49069,1.746,9,2019,5352,306482
,"Airport City",50644,1.769,24,353,1982,112038
,"Mirrors of Albion",24372,1.943,16,163,1351,69531
,"The Tribez",45203,1.578,14,530,3218,203867
,"Paradise Island 2",24100,2.194,18,214,1080,49218
,"Mystery Manor",4160,1.185,11,89,385,32485
"09.09.2018",,231833,1.15,13,4959,16678,1450046
,"Guns of Boom",42081,0.485,13,1276,3200,660417
,"Trade Island",53251,1.877,9,2320,5891,313904
,"Airport City",58216,1.98,25,378,2261,114204
,"Mirrors of Albion",17046,1.663,13,160,1182,71068
,"The Tribez",38930,1.361,14,504,2818,207058
,"Paradise Island 2",18581,1.856,15,203,922,49678
,"Mystery Manor",3727,1.198,9,118,404,33717
"10.09.2018",,165194,1.04,12,4242,13614,1309215
,"Guns of Boom",39191,0.551,13,1319,3023,548859
,"Trade Island",42372,1.614,9,1772,4894,303303
,"Airport City",15895,0.972,15,229,1018,104751
,"Mirrors of Albion",17295,1.884,12,185,1314,69755
,"The Tribez",28912,1.096,13,448,2196,200345
,"Paradise Island 2",18147,1.635,20,171,801,48998
,"Mystery Manor",3382,1.108,9,118,368,33204
"11.09.2018",,140923,1.002,10,3839,13176,1315382
,"Guns of Boom",34778,0.468,13,1039,2613,558108
,"Trade Island",43253,1.57,9,1695,4741,301916
,"Airport City",15438,0.895,16,273,932,104087
,"Mirrors of Albion",13311,1.84,9,180,1289,70059
,"The Tribez",21774,1.287,8,351,2558,198736
,"Paradise Island 2",8950,1.341,12,208,656,48905
,"Mystery Manor",3419,1.153,9,93,387,33571
"12.09.2018",,156242,1.008,11,3642,13198,1309755
,"Guns of Boom",37092,0.508,13,1093,2839,559357
,"Trade Island",42222,1.602,9,1570,4773,297926
,"Airport City",14636,0.777,18,249,800,102934
,"Mirrors of Albion",12894,1.735,10,134,1187,68406
,"The Tribez",21347,1.114,9,346,2208,198132
,"Paradise Island 2",24844,2.068,19,152,1019,49283
,"Mystery Manor",3207,1.103,8,98,372,33717
"13.09.2018",,168238,1.012,12,3528,13080,1292137
,"Guns of Boom",50285,0.557,16,1152,3026,543396
,"Trade Island",40292,1.529,9,1379,4506,294692
,"Airport City",15538,0.784,19,248,804,102594
,"Mirrors of Albion",11766,1.556,10,122,1090,70049
,"The Tribez",20918,1.087,9,391,2142,197030
,"Paradise Island 2",25869,2.284,18,138,1146,50177
,"Mystery Manor",3571,1.07,10,98,366,34199
"14.09.2018",,260272,1.225,15,3705,16231,1324591
,"Guns of Boom",66727,0.639,18,1235,3658,572125
,"Trade Island",44570,1.482,10,1276,4394,296426
,"Airport City",30831,1.394,20,288,1473,105638
,"Mirrors of Albion",22979,2.063,15,147,1411,68381
,"The Tribez",41558,1.72,12,499,3391,197185
,"Paradise Island 2",49506,3.026,25,167,1535,50721
,"Mystery Manor",4101,1.082,11,93,369,34115
"15.09.2018",,256730,1.162,14,4289,17075,1469114
,"Guns of Boom",66784,0.575,16,1620,4055,704737
,"Trade Island",47397,1.609,10,1398,4836,300649
,"Airport City",27673,1.152,21,317,1300,112802
,"Mirrors of Albion",20206,1.839,15,160,1250,67969
,"The Tribez",46203,1.781,13,522,3529,198144
,"Paradise Island 2",44259,3.338,21,179,1682,50388
,"Mystery Manor",4208,1.229,10,93,423,34425
"16.09.2018",,231917,1.146,13,4697,16689,1456298
,"Guns of Boom",61888,0.611,15,1781,4136,676797
,"Trade Island",47342,1.658,9,1542,5061,305250
,"Airport City",24574,1.136,18,386,1308,115176
,"Mirrors of Albion",19415,1.736,15,157,1213,69890
,"The Tribez",45202,1.564,14,535,3173,202824
,"Paradise Island 2",29924,2.727,16,188,1385,50789
,"Mystery Manor",3573,1.161,9,108,413,35572
"17.09.2018",,208759,1.278,12,3761,16298,1275451
,"Guns of Boom",52669,0.663,15,1316,3475,524079
,"Trade Island",43301,1.667,9,1355,4880,292731
,"Airport City",28445,2.796,9,278,2948,105436
,"Mirrors of Albion",11883,1.463,11,140,993,67875
,"The Tribez",31365,1.162,13,413,2338,201152
,"Paradise Island 2",37727,2.655,23,183,1304,49117
,"Mystery Manor",3369,1.027,9,76,360,35061
"18.09.2018",,157949,1.039,12,3223,12915,1242961
,"Guns of Boom",49650,0.625,16,1151,3092,494584
,"Trade Island",38769,1.361,10,1081,3911,287333
,"Airport City",18594,1.028,17,258,1065,103572
,"Mirrors of Albion",10782,1.523,10,128,1029,67544
,"The Tribez",25663,1.368,9,362,2796,204327
,"Paradise Island 2",10783,1.152,15,125,577,50083
,"Mystery Manor",3707,1.253,8,118,445,35518
"19.09.2018",,165607,1.045,12,3109,12925,1236915
,"Guns of Boom",57221,0.671,17,1143,3313,493539
,"Trade Island",34625,1.336,9,1051,3806,284787
,"Airport City",16765,0.885,18,199,916,103466
,"Mirrors of Albion",10440,1.376,11,124,926,67273
,"The Tribez",26428,1.316,10,358,2672,203087
,"Paradise Island 2",17253,1.821,15,126,891,48942
,"Mystery Manor",2877,1.119,7,108,401,35821
"20.09.2018",,184999,1.033,14,2945,12683,1227732
,"Guns of Boom",75504,0.733,20,1081,3635,495693
,"Trade Island",35348,1.328,10,944,3696,278236
,"Airport City",17442,0.763,22,194,783,102638
,"Mirrors of Albion",16199,1.738,13,129,1150,66160
,"The Tribez",21574,1.095,10,351,2202,201082
,"Paradise Island 2",15840,1.696,15,143,823,48518
,"Mystery Manor",3092,1.113,8,103,394,35405
"21.09.2018",,298512,1.194,17,3408,16475,1380079
,"Guns of Boom",81381,0.615,20,1382,3959,643285
,"Trade Island",38480,1.352,10,933,3739,276459
,"Airport City",88712,2.638,31,280,2742,103936
,"Mirrors of Albion",19846,2.015,13,115,1333,66159
,"The Tribez",46854,1.642,14,435,3328,202707
,"Paradise Island 2",19180,1.946,15,157,999,51342
,"Mystery Manor",4058,1.036,11,106,375,36191
"22.09.2018",,263505,1.028,16,3814,16160,1572108
,"Guns of Boom",68124,0.495,16,1504,4059,819456
,"Trade Island",40710,1.419,10,1057,4008,282488
,"Airport City",48737,1.645,26,313,1820,110645
,"Mirrors of Albion",14993,1.749,12,136,1175,67194
,"The Tribez",57329,1.701,16,485,3465,203720
,"Paradise Island 2",29647,2.327,20,199,1223,52563
,"Mystery Manor",3964,1.138,10,120,410,36042
"23.09.2018",,268700,1.04,15,4374,16751,1610599
,"Guns of Boom",65680,0.492,16,1754,4127,839616
,"Trade Island",44697,1.543,10,1232,4474,289889
,"Airport City",55987,1.918,24,377,2178,113549
,"Mirrors of Albion",22781,1.781,17,154,1236,69400
,"The Tribez",49402,1.51,15,547,3127,207144
,"Paradise Island 2",26427,2.271,18,211,1216,53548
,"Mystery Manor",3725,1.049,9,99,393,37453
"24.09.2018",,216022,1.008,15,3702,14137,1402907
,"Guns of Boom",83357,0.626,20,1490,4125,658774
,"Trade Island",44378,1.52,10,1181,4302,283031
,"Airport City",12418,0.613,18,227,640,104385
,"Mirrors of Albion",11385,1.424,11,141,952,66846
,"The Tribez",36765,1.34,13,414,2707,201979
,"Paradise Island 2",23909,1.992,20,157,1017,51063
,"Mystery Manor",3810,1.07,9,92,394,36829
"25.09.2018",,201173,1.077,13,3621,14502,1345986
,"Guns of Boom",85117,0.668,20,1492,4086,611407
,"Trade Island",37277,1.348,10,1138,3786,280835
,"Airport City",18207,1.15,15,221,1163,101156
,"Mirrors of Albion",12523,1.586,11,136,1040,65561
,"The Tribez",30560,1.68,9,385,3352,199510
,"Paradise Island 2",14188,1.345,18,133,686,51008
,"Mystery Manor",3301,1.065,8,116,389,36509
"26.09.2018",,195458,1.042,14,3546,13826,1327004
,"Guns of Boom",78972,0.641,20,1381,3809,594012
,"Trade Island",38525,1.39,10,1210,3890,279911
,"Airport City",12786,0.715,17,197,723,101053
,"Mirrors of Albion",12454,1.953,9,132,1283,65706
,"The Tribez",29333,1.421,10,358,2837,199667
,"Paradise Island 2",18784,1.525,20,136,771,50559
,"Mystery Manor",4604,1.421,9,132,513,36096
"27.09.2018",,194283,1.012,14,3289,13155,1299743
,"Guns of Boom",83842,0.668,21,1321,3851,576412
,"Trade Island",36069,1.325,10,1012,3632,274055
,"Airport City",14209,0.789,17,219,788,99869
,"Mirrors of Albion",14373,1.952,11,131,1286,65879
,"The Tribez",23675,1.185,10,351,2336,197168
,"Paradise Island 2",18049,1.515,18,120,759,50093
,"Mystery Manor",4067,1.387,8,135,503,36267
"28.09.2018",,246468,1.212,15,3473,16061,1325180
,"Guns of Boom",81893,0.719,19,1377,4331,602024
,"Trade Island",45485,1.56,11,1020,4228,271072
,"Airport City",18404,1.121,15,271,1151,102658
,"Mirrors of Albion",19859,2.222,13,124,1465,65920
,"The Tribez",50708,1.694,15,404,3345,197405
,"Paradise Island 2",25783,2.197,19,158,1091,49652
,"Mystery Manor",4336,1.235,10,119,450,36449
"29.09.2018",,272919,1.47,13,4917,20509,1395017
,"Guns of Boom",106817,1.304,12,2719,8686,665968
,"Trade Island",45413,1.494,11,1010,4032,269919
,"Airport City",18744,0.983,17,293,1066,108431
,"Mirrors of Albion",19220,2.126,13,114,1413,66463
,"The Tribez",51672,1.896,14,521,3765,198573
,"Paradise Island 2",27036,2.214,19,140,1093,49367
,"Mystery Manor",4016,1.251,9,120,454,36296
"30.09.2018",,239834,1.346,12,5186,18858,1401341
,"Guns of Boom",82839,1.179,10,2751,7810,662294
,"Trade Island",39053,1.411,10,1121,3807,269828
,"Airport City",21823,1.063,17,372,1182,111201
,"Mirrors of Albion",18545,1.922,13,141,1299,67599
,"The Tribez",51990,1.676,15,497,3403,203057
,"Paradise Island 2",21073,1.882,18,176,943,50096
,"Mystery Manor",4510,1.111,11,128,414,37266
"01.10.2018",,189804,1.157,13,4112,14521,1254641
,"Guns of Boom",66461,1.012,12,2084,5436,536984
,"Trade Island",34430,1.263,10,959,3324,263255
,"Airport City",15587,0.805,18,258,832,103379
,"Mirrors of Albion",12310,1.553,12,133,1010,65047
,"The Tribez",38774,1.303,15,409,2609,200165
,"Paradise Island 2",17355,1.695,17,136,829,48902
,"Mystery Manor",4886,1.303,10,133,481,36909
"02.10.2018",,172360,1.119,12,3443,13722,1226578
,"Guns of Boom",56613,0.702,15,1504,3603,513325
,"Trade Island",32764,1.217,10,853,3177,261003
,"Airport City",15134,0.915,15,290,930,101666
,"Mirrors of Albion",12136,1.574,11,124,1028,65305
,"The Tribez",26990,1.587,9,396,3168,199615
,"Paradise Island 2",24488,2.771,15,143,1345,48539
,"Mystery Manor",4235,1.269,9,133,471,37125
"03.10.2018",,181873,1.06,13,3362,12953,1222235
,"Guns of Boom",56342,0.652,16,1401,3300,505812
,"Trade Island",35095,1.254,11,907,3274,261065
,"Airport City",23148,0.974,22,272,1001,102784
,"Mirrors of Albion",15527,2.072,11,129,1339,64639
,"The Tribez",26647,1.281,10,363,2565,200297
,"Paradise Island 2",20953,2.119,16,158,1058,49933
,"Mystery Manor",4160,1.103,10,132,416,37705
"04.10.2018",,219593,1.089,16,3096,13308,1221550
,"Guns of Boom",85329,0.746,22,1144,3794,508462
,"Trade Island",34419,1.261,10,935,3285,260499
,"Airport City",30745,1.197,25,228,1218,101755
,"Mirrors of Albion",14089,1.922,10,116,1225,63741
,"The Tribez",19986,1.096,9,362,2173,198247
,"Paradise Island 2",31495,2.316,25,185,1203,51936
,"Mystery Manor",3530,1.111,9,126,410,36910
"05.10.2018",,322732,1.332,19,3471,16910,1269844
,"Guns of Boom",73875,0.7,19,1248,3900,557089
,"Trade Island",33397,1.295,10,1026,3339,257829
,"Airport City",107781,3.116,33,309,3210,103011
,"Mirrors of Albion",21710,2.378,13,137,1514,63665
,"The Tribez",49560,1.685,15,446,3345,198497
,"Paradise Island 2",32070,2.254,27,193,1189,52751
,"Mystery Manor",4340,1.116,11,112,413,37002
"06.10.2018",,278802,1.211,17,3879,16490,1361783
,"Guns of Boom",67927,0.642,16,1501,4087,636433
,"Trade Island",44204,1.492,11,1153,3891,260803
,"Airport City",58830,1.902,27,303,2073,108993
,"Mirrors of Albion",22462,2.248,14,143,1445,64273
,"The Tribez",51163,1.69,15,490,3385,200340
,"Paradise Island 2",29807,2.205,25,178,1175,53300
,"Mystery Manor",4409,1.153,10,111,434,37641
"07.10.2018",,259078,1.175,16,4069,15978,1360134
,"Guns of Boom",59012,0.608,15,1462,3801,625175
,"Trade Island",39768,1.464,10,1243,3816,260625
,"Airport City",66469,2.221,26,360,2467,111081
,"Mirrors of Albion",17674,1.98,12,139,1312,66273
,"The Tribez",49259,1.524,16,519,3098,203232
,"Paradise Island 2",21318,1.796,22,185,982,54677
,"Mystery Manor",5578,1.285,11,161,502,39071
"08.10.2018",,163767,1.006,13,3426,12380,1230898
,"Guns of Boom",48139,0.665,14,1265,3439,517160
,"Trade Island",32150,1.295,10,1112,3313,255796
,"Airport City",14571,0.695,20,213,718,103247
,"Mirrors of Albion",15840,2.091,11,127,1349,64515
